Name,URL,Status,Date,PageTitle
interlock,http://vnka63n2nkyrsiigq5mvvvum6ch6czbb4liumk2gvicw5pts3a2ffwyd.onion/,active,2026-01-09,
interlock,http://vubcpscmz2hveptwsv3voi6l3blgior6jk4kxe5zwnz23siofqwvw7yd.onion/,active,2026-01-09,
interlock,http://wp5yyng6znkcsijil5w4bug7b6uww573ut3czz3amjpfdusnuu4u5kad.onion/,active,2026-01-09,
interlock,http://x6obl6pfmqsasvwj72hr22s2mpsdaklwkoa46zk3h7kbkcznu6whdmad.onion/,active,2026-01-09,
interlock,http://xbgiykmt3v25qkspndphfdktiezfeesq6t45ewsrizid5s37ljgs25ad.onion/,active,2026-01-09,
interlock,http://xg6f26wud5ah7dirviynwjd2r6ue6d2qgxur6lhva4heh4od26cnqmid.onion/,active,2026-01-09,
interlock,http://y3zfr23ubg7zvzdlo2incm55ro2ybtmzth67eklxpxo55aux2jiqpbid.onion/,active,2026-01-09,
interlock,http://ycgykop5f4te6yaptg57ze75kgnqo6u2e3yyeo3hkjgjxakjx2g5ksqd.onion/,active,2026-01-09,
interlock,http://yzyeh2yjj3ku7lgricfbg7vbhc4fy3s6icoccb7272tsoz3pggrek7qd.onion/,active,2026-01-09,
interlock,http://zsjvoqymwx5gdwntsrrk3pvnkfyoxy3knhoxitpdaobxznwc5iwcj4id.onion/,active,2026-01-09,
interlock,http://zvcj6cc6qs3zxk25uq4wq22cxu7gwu5zsevn7jdizinoomem34vmvbid.onion/,active,2026-01-09,
interlock,http://zwvr7nt32hari3532hmqp6eh65ajiytpqjn6iyfby3relsnebdhurcyd.onion/,active,2026-01-09,
j group,http://w4d5aqmdxkcsc2xwcz7w7jo6wdmvmakgy3y6mfmdtzmyvxe77cjkfbad.onion/,active,2026-01-09,J
j group,https://share.jtor.xyz/torrents/,active,2026-01-09,jtor.xyz | 526: Invalid SSL certificate
justice_blade,https://justice-blade.io,active,2026-01-09,Just a moment...
kairos,http://khom5v7vmc2nomkze64dsbyenn3wlxkewg6dbsvt5sujl2rmrtfy4oid.onion/,active,2026-01-09,Index
kairos,http://nerqnacjmdy3obvevyol7qhazkwkv57dwqvye5v46k5bcujtfa6sduad.onion,active,2026-01-09,Kairos
kairos,http://nerqnacjmdy3obvevyol7qhazkwkv57dwqvye5v46k5bcujtfa6sduad.onion/services/,active,2026-01-09,
kairos,http://whodusp3s2z6rnenxhv7scc2w5fzsse5cmijll2vl7fo6ezk45zssjqd.onion/,active,2026-01-09,Files
karakurt,https://karaleaks.com,active,2026-01-09,
kazu,http://6czlbd2jfiy6765fbnbnzuwuqocg57ebvp3tbm35kib425k4qnmiiiqd.onion/,active,2026-01-09,Kazu - Home page
kelvin security,https://kelvinsecteamcyber.wixsite.com/my-site/items,active,2026-01-09,404 Error: Page Not Found | Wix.com
killsec3,http://ks5424y3wpr5zlug5c7i6svvxweinhbdcqcfnptkfcutrncfazzgz5id.onion,active,2026-01-09,
killsec3,http://ks5424y3wpr5zlug5c7i6svvxweinhbdcqcfnptkfcutrncfazzgz5id.onion/posts.php,active,2026-01-09,KillSec
killsec3,http://xo4o2o2ezgydykywn6zkyqx7toio6z5rzvmjyakgtgkk22vv7223jmqd.onion/,active,2026-01-09,403 Forbidden
kraken,http://2lqlecl4q4hkrb3rl5p27b4hptnz7lqaaux5uca3g6pylpqlhqyafvad.onion/,active,2026-01-09,Index of /
kraken,http://2teh35rkn63fvigugpqroctxol2yfn745k57jmk23d42fwuujpfpnpid.onion/,active,2026-01-09,Index of /
kraken,http://3cxvgnwvbzzfm2abzxidi76uib53vsjudsavgzm4viaj26drkcdl6wad.onion/,active,2026-01-09,Index of /
kraken,http://74fwiwaeqvtuf6uddankq5pzq637zpput3qxzq36fcxkhltq5plcxdqd.onion/,active,2026-01-09,Index of /
kraken,http://ab2v4xzffr24pdmswqzrbg45pwsget4h7eyd4swxewuqbxmlwcju7lad.onion/,active,2026-01-09,Index of /
kraken,http://cjhuttkivmtrf6itrmyoqnxw55isy3dh6u5ifc3fnhajp7lwn5deflid.onion/,active,2026-01-09,Index of /
kraken,http://ebcbyeua65jtsnbsqsjahurkfj6yndhcwnnfxvwwg4yegb5h7fxjc5ad.onion/,active,2026-01-09,Index of /
kraken,http://fk5c3gxraixjl3p7zacchn4jvew35vxo5xpedqf2qtlynsheqymampid.onion/,active,2026-01-09,Index of /
kraken,http://ko3lwb6glib74kmol5ov5cphabwqmifb5lnjw4bvj75jpfigrfbn7gid.onion/,active,2026-01-09,Index of /
kraken,http://krakenccj3wr23452a4ibkbkuph4d6soyx2xgjoogtuamc3m7u7wemad.onion/,active,2026-01-09,Kraken leak blog
kraken,http://kxntyq6yyfomjoqqya6px7pgc6mbfcbaejryxhiwpntcnlr7hopqj3yd.onion/,active,2026-01-09,Index of /
kraken,http://mvr2bidstp52pkaybzccjueux4hqbkukuqiss6vhn72qwqruzc7awsid.onion/,active,2026-01-09,Index of /
kraken,http://t3uouzfvsaqurb2rzoe2mkpetp54d7lgtl45ply34v5lugsnzysmkhid.onion/,active,2026-01-09,Index of /
kraken,http://vmnnrqf3gs3kl2kfnxatughwmnlyq6qxzyx24ylyh2w36vw3gqwqjpqd.onion/,active,2026-01-09,Index of /
kraken,http://wkqvktnmr2slazl76opbkdli4ia6gznhxln2z5wny54hf4kzjwgqvxyd.onion/,active,2026-01-09,Index of /
kraken,http://yjsknaecbmhvrsagrcwqelpojnbcllt6v27vxebxhnotd3wu67onc5qd.onion/,active,2026-01-09,Index of /
kraken,http://zq3k4odlfpbzc5y4sxqgolivelxepceaakru3xqo4ll2czmvvtek2ryd.onion/,active,2026-01-09,Index of /
kyber,http://kyblogtz6k3jtxnjjvluee5ec4g3zcnvyvbgsnq5thumphmqidkt7xid.onion,active,2026-01-09,CAPTCHA Verification
kyber,http://mlnmlnnrdhcaddwll4zqvfd2vyqsgtgj473gjoehwna2v4sizdukheyd.onion,active,2026-01-09,
lapsus$,https://t.me/minsaudebr,active,2026-01-09,Telegram: Contact @minsaudebr
late.lol,https://late.lol,active,2026-01-09,s0cial.com
leaknet,http://bnlluetsuf6pv7mchgue46h43v66uxtccpg3n5vcdzbeqften5cedlid.onion/,active,2026-01-09,
leaknet,http://nleakk6sejx45jxtk7x6iyt65hwvfrkifc5v7ertdlwm3gttbpvlvxqd.onion/,active,2026-01-09,News Blog
linkc,http://iywqjjaf2zioehzzauys3sktbcdmuzm2fsjkqsblnm7dt6axjfpoxwid.onion/,active,2026-01-09,Linkc Pub
lockbit3,http://lockbit3753ekiocyo5epmpy6klmejchjtzddoekjlnt6mu3qh4de2id.onion/,active,2026-01-09,LockBit BLOG
lockbit3,http://lockbit3753ekiocyo5epmpy6klmejchjtzddoekjlnt6mu3qh4de2id.onion/pgp.txt,active,2026-01-09,
lockbit3,http://lockbit3g3ohd3katajf6zaehxz4h4cnhmz5t735zpltywhwpc6oy3id.onion/,active,2026-01-09,LockBit BLOG
lockbit3,http://lockbit3olp7oetlc4tl5zydnoluphh7fvdt5oa6arcp2757r7xkutid.onion,active,2026-01-09,LockBit BLOG
lockbit3,http://lockbit435xk3ki62yun7z5nhwz6jyjdp2c64j5vge536if2eny3gtid.onion,active,2026-01-09,LockBit BLOG
lockbit3,http://lockbit4lahhluquhoka3t4spqym2m3dhe66d6lr337glmnlgg2nndad.onion,active,2026-01-09,LockBit BLOG
lockbit3,http://lockbit6knrauo3qafoksvl742vieqbujxw7rd6ofzdtapjb4rrawqad.onion,active,2026-01-09,LockBit BLOG
lockbit3,http://lockbit7ouvrsdgtojeoj5hvu6bljqtghitekwpdy3b6y62ixtsu5jqd.onion,active,2026-01-09,LockBit BLOG
lockbit3,http://lockbit7z2mmiz3ryxafn5kapbvbbiywsxwovasfkgf5dqqp5kxlajad.onion,active,2026-01-09,LockBit - Leaked
lockbit3,http://lockbit7z355oalq4hiy5p7de64l6rsqutwlvydqje56uvevcc57r6qd.onion,active,2026-01-09,LockBit - Leaked
lockbit3,http://lockbit7z36ynytxwjzuoao46ck7b3753gpedary3qvuizn3iczhe4id.onion,active,2026-01-09,LockBit - Leaked
lockbit3,http://lockbit7z37ntefjdbjextn6tmdkry4j546ejnru5cejeguitiopvhad.onion,active,2026-01-09,LockBit - Leaked
lockbit3,http://lockbit7z3azdoxdpqxzliszutufbc2fldagztdu47xyucp25p4xtqad.onion,active,2026-01-09,LockBit - Leaked
lockbit3,http://lockbit7z3hv7ev5knxbrhsvv2mmu2rddwqizdz4vwfvxt5izrq6zqqd.onion,active,2026-01-09,LockBit - Leaked
lockbit3,http://lockbit7z4bsm63m3dagp5xglyacr4z4bwytkvkkwtn6enmuo5fi5iyd.onion,active,2026-01-09,LockBit - Leaked
lockbit3,http://lockbit7z4cgxvictidwfxpuiov4scdw34nxotmbdjyxpkvkg34mykyd.onion,active,2026-01-09,LockBit - Leaked
lockbit3,http://lockbit7z4k5zer5fbqi2vdq5sx2vuggatwyqvoodrkhubxftyrvncid.onion,active,2026-01-09,LockBit - Leaked
lockbit3,http://lockbit7z4ndl6thsct34yd47jrzdkpnfg3acfvpacuccb45pnars2ad.onion,active,2026-01-09,LockBit - Leaked
lockbit3,http://lockbit7z55tuwaflw2c7torcryobdvhkcgvivhflyndyvcrexafssad.onion,active,2026-01-09,LockBit - Leaked
lockbit3,http://lockbit7z57mkicfkuq44j6yrpu5finwvjllczkkp2uvdedsdonjztyd.onion,active,2026-01-09,LockBit - Leaked
lockbit3,http://lockbit7z5hwf6ywfuzipoa42tjlmal3x5suuccngsamsgklww2xgyqd.onion,active,2026-01-09,LockBit - Leaked
lockbit3,http://lockbit7z5ltrhzv46lsg447o3cx2637dloc3qt4ugd3gr2xdkkkeayd.onion,active,2026-01-09,LockBit - Leaked
lockbit3,http://lockbit7z6f3gu6rjvrysn5gjbsqj3hk3bvsg64ns6pjldqr2xhvhsyd.onion,active,2026-01-09,LockBit - Leaked
lockbit3,http://lockbit7z6qinyhhmibvycu5kwmcvgrbpvtztkvvmdce5zwtucaeyrqd.onion,active,2026-01-09,LockBit - Leaked
lockbit3,http://lockbit7z6rzyojiye437jp744d4uwtff7aq7df7gh2jvwqtv525c4yd.onion,active,2026-01-09,LockBit - Leaked
lockbit3,http://lockbitfsvf75glg226he5inkfgtuoakt4vgfhd7nfgghx5kwz5zo3ad.onion/,active,2026-01-09,LockBit File Share
lockbit3,http://lockbitpn4nmflibn4cooh4sydie6bpoy33tbxa3rjebryxc5vblkwyd.onion/,active,2026-01-09,LockBit Private Note
lockbit3,http://lockbitpn7doehfdzu3r2orcibdx6njq62aavkr4hgh3p6rednr5gfad.onion/,active,2026-01-09,LockBit Private Note
lockbit4,http://lockbitapo3wkqddx2ka7t45hejurybzzjpos4cpeliudgv35kkizrid.onion/,active,2026-01-09,LockBit 5.0 OUT!
lockbit5,http://lockbitapt67g6rwzjbcxnww5efpg4qok6vpfeth7wx3okj52ks4wtad.onion,active,2026-01-09,LockBit 5.0 blog DDOS Protection
lockbit5,http://lockbitfbinpwhbyomxkiqtwhwiyetrbkb4hnqmshaonqxmsrqwg7yad.onion/,active,2026-01-09,LockBit 5.0 lite panel DDoS protection
lockbit5,http://lockbitfsvf75glg226he5inkfgtuoakt4vgfhd7nfgghx5kwz5zo3ad.onion/,active,2026-01-09,LockBit File Share
lockbit5,http://lockbitsuppyx2jegaoyiw44ica5vdho63m5ijjlmfb7omq3tfr3qhyd.onion/,active,2026-01-09,LockBit 5.0 lite chat DDoS protection
lunalock,http://lunachataclss7bvlhk5zxs6pqpunxljeqhrn2bfl6wkhlwqxvgwgayd.onion/,active,2026-01-09,Enter Support ID
lunalock,http://lunalockcccxzkpfovwzifwxcytqkiuak6wzybnniqwxcmpsetpbetid.onion/,active,2026-01-09,Welcome to LunaLock | LunaLock
lynx,http://lynx25vsi4cxesh44chevu2qyguqcx4zrjsjd77cjrmbgn75xkv626yd.onion/login,active,2026-01-09,Lynx
lynx,http://lynx2m7xz73zpmlm5nddbokk6a55fh2nzjq2r5nk2hbdbk74iddqfiqd.onion/login,active,2026-01-09,Lynx
lynx,http://lynxad2seqpyu52lr5v7il4idasv23535a46s4bj65b3v7t5y6u5daqd.onion/login,active,2026-01-09,Lynx
lynx,http://lynxaeddweqscykez5rknrug6ui5znq4yoxof5qnusiatiyuqqlwhead.onion/login,active,2026-01-09,Lynx
lynx,http://lynxbk3nzrnph5z5tilsn3twfcgltqynaofuxgb5yt43vdu266z3vvyd.onion/login,active,2026-01-09,Lynx
lynx,http://lynxblogco7r37jt7p5wrmfxzqze7ghxw6rihzkqc455qluacwotciyd.onion/leaks,active,2026-01-09,Lynx
lynx,http://lynxblogijy4jfoblgix2klxmkbgee4leoeuge7qt4fpfkj4zbi2sjyd.onion/leaks,active,2026-01-09,Lynx
lynx,http://lynxblogmx3rbiwg3rpj4nds25hjsnrwkpxt5gaznetfikz4gz2csyad.onion/leaks,active,2026-01-09,Lynx
lynx,http://lynxblogoxllth4b46cfwlop5pfj4s7dyv37yuy7qn2ftan6gd72hsad.onion/leaks,active,2026-01-09,Lynx
lynx,http://lynxblogtwatfsrwj3oatpejwxk5bngqcd5f7s26iskagfu7ouaomjad.onion/leaks,active,2026-01-09,Lynx
lynx,http://lynxblogxstgzsarfyk2pvhdv45igghb4zmthnzmsipzeoduruz3xwqd.onion/leaks,active,2026-01-09,Lynx
lynx,http://lynxblogxutufossaeawlij3j3uikaloll5ko6grzhkwdclrjngrfoid.onion/leaks,active,2026-01-09,Lynx
lynx,http://lynxcdnjg43re373nltauhdqfbau25mwawsg42h4lswfe455uaznilad.onion/,active,2026-01-09,
lynx,http://lynxchatbykq2vycvyrtjqb3yuj4ze2wvdubzr2u6b632trwvdbsgmyd.onion/login,active,2026-01-09,Lynx
lynx,http://lynxchatde4spv5x6xlwxf47jdo7wtwwgikdoeroxamphu3e7xx5doqd.onion/login,active,2026-01-09,Lynx
lynx,http://lynxchatdy3tgcuijsqofhssopcepirjfq2f4pvb5qd4un4dhqyxswqd.onion/login,active,2026-01-09,Lynx
lynx,http://lynxchatdykpoelffqlvcbtry6o7gxk3rs2aiagh7ddz5yfttd6quxqd.onion/login,active,2026-01-09,Lynx
lynx,http://lynxchatfw4rgsclp4567i4llkqjr2kltaumwwobxdik3qa2oorrknad.onion/,active,2026-01-09,Lynx
lynx,http://lynxchatly4zludmhmi75jrwhycnoqvkxb4prohxmyzf4euf5gjxroad.onion/login,active,2026-01-09,Lynx
lynx,http://lynxchatohmppv6au67lloc2vs6chy7nya7dsu2hhs55mcjxp2joglad.onion/login,active,2026-01-09,Lynx
lynx,http://lynxcwuhva6qzlnj3m3qrcl6bgvnxpixg5vsikf53vutdf3ijuv2pxyd.onion/login,active,2026-01-09,Lynx
lynx,http://lynxcyys7c2np3b3er2wo6sufwoonmh6i3nykv53pst336c3ml4ycjqd.onion/login,active,2026-01-09,Lynx
lynx,http://lynxdehvlvrrtnhtpuy6bhrxffzvl5j7y7p3zl553slzq44lcb2jzkyd.onion/login,active,2026-01-09,Lynx
lynx,http://lynxhwtifuwxs2zejofpagvzxf7p2l3nhdi3zlrap3y2wsn5hqyfeuid.onion/login,active,2026-01-09,Lynx
lynx,http://lynxikczcyposxfz5a7hxbqxilsrtx7zdzwmhk5wcb5qoatbv2suizid.onion/login,active,2026-01-09,Lynx
lynx,http://lynxjamasdeyeeiusfgfipfivewc3l3u34hyiiguhdyj776mh535l4ad.onion/login,active,2026-01-09,Lynx
lynx,http://lynxk7rmhe7luff3ed7chlziwrju34pzc5hm452xhryeaeulc3wxc3ad.onion/login,active,2026-01-09,Lynx
lynx,http://lynxoifh5boac42m6xdoak6ne7q53sz7kgaaze7ush72uuetbnjg2oqd.onion/login,active,2026-01-09,Lynx
lynx,http://lynxroggpujfxy7xnlrz3yknphqgk4k5dy4rhaldgz2hpxyyy3ncuvad.onion/login,active,2026-01-09,Lynx
malas,http://malas2urovbyyavjzaezkt5ohljvyd5lt7vv7mnsgbf2y4bwlh72doqd.onion/atom.xml,active,2026-01-09,
malas,http://malas2urovbyyavjzaezkt5ohljvyd5lt7vv7mnsgbf2y4bwlh72doqd.onion/posts/,active,2026-01-09,Posts | Somos malas... podemos ser peores
maze,https://mazedecrypt.top/,active,2026-01-09,
medusa,http://7aqabivkwmpvjkyefonf3gpy5gsubopqni7kcirsrq3pflckxq5zz4id.onion/,active,2026-01-09,Human Verify
medusa,http://osintcorp.net,active,2026-01-09,
medusa,http://s7lmmhlt3iwnwirxvgjidl6omcblvw2rg75txjfduy73kx5brlmiulad.onion,active,2026-01-09,Human Verify
medusa,http://uyku4o2yg34ekvjtszg6gu7cvjzm6hyszhtu7c55iyuzhpr4k5knewyd.onion/,active,2026-01-09,Medusa Chat
medusa,http://xfv4jzckytb4g3ckwemcny3ihv4i5p4lqzdpi624cxisu35my5fwi5qd.onion,active,2026-01-09,Human Verify
minteye,http://85.121.48.68,active,2026-01-09,MintEye blog
money message,http://372bkntomuk4xmevyki2gvpzdsm77xkhp4z6sctugcogqwgpqj4xkjyd.onion/,active,2026-01-09,MD LOGISTICS
money message,http://6xkylzxoxpd6bnl5ymhr6hysaoe3bsxzxhxpydhv22fmnt6m5zrlpvad.onion/,active,2026-01-09,The Egyptian Tax Authority (ETA)
money message,http://742srdwxlwiu75kr3sbf6kzwjcxjwezvpi3s76ignhes3vqacvh3e4ad.onion/,active,2026-01-09,Tri-Way Manufacturing Technologies
money message,http://blogvl7tjyjvsfthobttze52w36wwiz34hrfcmorgvdzb6hikucb7aqd.onion,active,2026-01-09,News
money message,http://bolfkdkjbdig64ieqixpyhmquuadkm6nzohutbkfwgzftd35kipy45ad.onion/,active,2026-01-09,Anna Jaques Hospital
money message,http://d26nwzgwylb3no3ar3rt3si3e3ujzndhp5wryxxlr76wba5snhap3tyd.onion/,active,2026-01-09,Young Adjustment Company
money message,http://d2vda7sp7rxuizyduwvnvccs3giddkwgglj5ecgrmdpu32grp2txjeqd.onion/,active,2026-01-09,Estes Design & Manufacturing
money message,http://jg7qeqdbqqordr5tazw5zc7s2h4sk2pt2hx4cxycqrcwr7vtpmreshad.onion/,active,2026-01-09,Riverside Logistics
money message,http://jioj2j5k53vrhtdgvjmeijgkdxgwadzjacywnybjvqftbkqpt3oy6cid.onion/,active,2026-01-09,Maxco Supply
money message,http://l4wvjhcng4klrah4gldyyvo3x5p5o4frzbvwdhzqa6vkg2chistqj3yd.onion/,active,2026-01-09,The Tech Interactive
money message,http://l7eupjzxzfbsw7nxu7wu7lj2lzr5ulmyuyd4neyasbdmvzcedal7mmid.onion/,active,2026-01-09,First Baptist Medical Center
money message,http://lhzaw2b2xn6lmtoioiswufyvjnrghlkmhtvwgsrsjnnmj2ceu56popqd.onion/,active,2026-01-09,Aiphone
money message,http://md7a4mzsppjuaw4zczoojpo7arqrlnmhlqoo35ttrc7l2lpeiblx2yqd.onion/,active,2026-01-09,Marina Family Medical
money message,http://nhdmgcysxuvvmd4dqwqisxumirvcj6xfhahuds5z7qgj7qlr3i73nnqd.onion/,active,2026-01-09,Toscana Promozione
money message,http://pdndkkg2hu4z36yhrbgtycxf52iodlh5os4argm2ooia4ypwgnvlzgqd.onion/,active,2026-01-09,Kazyon
money message,http://qyk5o7wcgocwebnymjusnc7siyetwl7po26flw4e6hhg2xiue7brvmid.onion/,active,2026-01-09,Insurance Agency Marketing Services
money message,http://vycmr2wn5nqhkpla62mqe4vxh4fgdbc5id4g6piy4mvbjnb4mp4t25yd.onion/,active,2026-01-09,Taylor University
money message,http://xq5t7xwptmpoxzjkns7wfbbr43zxedm6ygbfsh6bp6lipvyhzkfopjyd.onion/,active,2026-01-09,National Atomic Energy Commission
money message,http://z33ua54qzvzyxtbe5oghqyvxfs5orftqlws3w5ndrtsvmaldcvbyf5ad.onion/,active,2026-01-09,"Bucks County Opportunity Council, INC."
morpheus,http://izsp6ipui4ctgxfugbgtu65kzefrucltyfpbxplmfybl5swiadpljmyd.onion,active,2026-01-09,MORPHEUS (contact morpheus.support@onionmail.org)
ms13-089,http://msleakjir7pxbe6onlqe5uwgvdmy6nq4mnwfy7ojswbhnleenm77vgad.onion/,active,2026-01-09,MS13-089 Blog
mydata,http://mydatae2d63il5oaxxangwnid5loq2qmtsol2ozr6vtb7yfm5ypzo6id.onion/blog,active,2026-01-09,Blog
nightspire,http://nspirebcv4sy3yydtaercuut34hwc4fsxqqv4b4ye4xmo6qp3vxhulqd.onion/,active,2026-01-09,Hello World | NightSpire
nightspire,http://nspirebcv4sy3yydtaercuut34hwc4fsxqqv4b4ye4xmo6qp3vxhulqd.onion/database,active,2026-01-09,Database | NightSpire
nightspire,http://nspiremkiq44zcxjbgvab4mdedyh2pzj5kzbmvftcugq3mczx3dqogid.onion/,active,2026-01-09,Hello World | NightSpire
nitrogen,http://nitrogenczslprh3xyw6lh5xyjvmsz7ciljoqxxknd7uymkfetfhgvqd.onion,active,2026-01-09,NitroBlog
nitrogen,http://yqiaekirp7n7fkp3bwx2nfxm6zohhaa3ct5xvdqsxsanxqqwoyltb6id.onion/,active,2026-01-09,Welcome to nginx!
nova,http://novav75eqkjoxct7xuhhwnjw5uaaxvznhtbykq6zal5x7tfevxzjyqyd.onion/,active,2026-01-09,Update Links - Nova GBlog
nova,http://novavagygnhqyf7a5tgbuvmujve5a2jzgbrq2n4dvetkhvr2zjg27cad.onion/,active,2026-01-09,Update Links - Nova GBlog
nova,http://novavdivko2zvtrvtllnq45lxhba2rfzp76qigb4nrliklem5au7czqd.onion/,active,2026-01-09,Update Links - Nova GBlog
nova,http://pifk3xu3vad6cuxsjll4qjomyaaaoyvnyqppro75pazadzctrrvpdnyd.onion/,active,2026-01-09,Nova Blog
nullbulge,http://nullbulge.co/blog.html,active,2026-01-09,
nullbulge,http://nullbulge.com,active,2026-01-09,nullbulge.com
nullbulge,http://nullbulge.se,active,2026-01-09,Attention Required! | Cloudflare
obscura,http://obscurad3aphckihv7wptdxvdnl5emma6t3vikcf3c5oiiqndq6y6xad.onion/,active,2026-01-09,Obscura Leaks Blog
obscura,http://obscurad3aphckihv7wptdxvdnl5emma6t3vikcf3c5oiiqndq6y6xad.onion/leaks,active,2026-01-09,Obscura Leaks Blog
osiris,http://ausare.net,active,2026-01-09,Osiris
osiris,https://osirisbm3357xrccnid23nlyuqwzbgqheaei6dxvyi34tbkqr3bmvfid.onion/,active,2026-01-09,Osiris
osiris,https://osirisbm3357xrccnid23nlyuqwzbgqheaei6dxvyi34tbkqr3bmvfid.onion/app/publications,active,2026-01-09,Osiris
osiris,https://osirisbm3357xrccnid23nlyuqwzbgqheaei6dxvyi34tbkqr3bmvfid.onion/rest/blog/posts?offset=0&limit=10&search=,active,2026-01-09,
osyolorz collective,http://hackerosyolorz77y7vwj57zobwdeuzydhctz3kuuzr52ylzayvxuqyd.onion,active,2026-01-09,Osyolorz Collective
pay2key,http://pay2keys7rgdzrhgzxyd7egpxc2pusdrkofmqfnwclts2rnjsrva.b32.i2p/?i=3d1e4594aeb351854fcc800da08214a059ed16,active,2026-01-09,I2Pd HTTP proxy
payoutsking,https://payoutsgn7cy6uliwevdqspncjpfxpmzgirwl2au65la7rfs5x3qnbqd.onion/,active,2026-01-09,PayoutsKing
payoutsking,https://v2mw3spxqhggig5zjd6tjnfamwntrprreij3dq77jlq74dduyjafeead.onion/,active,2026-01-09,
pear,http://csxilwnl7orv6rwfjen5ye3tefk5shjtr4tysuykgxjsyngpvoqrvbid.onion/,active,2026-01-09,403 Forbidden
pear,http://etus2tmakckdlkyjpevoyciuao7er5fj3qm26aev3nch4fusptefiayd.onion/,active,2026-01-09,403 Forbidden
pear,http://peargxn3oki34c4savcbcfqofjjwjnnyrlrbszfv6ujlx36mhrh57did.onion/,active,2026-01-09,PEAR
pear,http://pearsmob5sn44ismokiusuld34pnfwi6ctgin3qbvonpoob4lh3rmtqd.onion/,active,2026-01-09,PEAR
pear,http://q2bg7ljsrpmy6736qqmpwsnqqm3w6d3hhrokohytnmldbom7sthp4sad.onion/,active,2026-01-09,403 Forbidden
pear,http://yxwomyfmexm3bfcuumnugrzwluol5qwsw6pmne7jklgmzthkp35l2jqd.onion/,active,2026-01-09,403 Forbidden
play,http://75tkvxemb6zpyk3fbl3mwm32jklc2sdjacb3kazrioamopbfn2w2z5qd.onion/,active,2026-01-09,PLAY FAQ
play,http://b3pzp6qwelgeygmzn6awkduym6s4gxh6htwxuxeydrziwzlx63zergyd.onion,active,2026-01-09,403 Forbidden
play,http://ipi4tiumgzjsym6pyuzrfqrtwskokxokqannmd6sa24shvr7x5kxdvqd.onion,active,2026-01-09,PLAY NEWS
play,http://k7kg3jqxang3wh7hnmaiokchk7qoebupfgoik6rha6mjpzwupwtj25yd.onion,active,2026-01-09,PLAY NEWS
play,http://mbrlkbtq5jonaqkurjwmxftytyn2ethqvbxfu4rgjbkkknndqwae6byd.onion,active,2026-01-09,PLAY NEWS
play,http://p2qzf3rfvg4f74v2ambcnr6vniueucitbw6lyupkagsqejtuyak6qrid.onion,active,2026-01-09,403 Forbidden
play,http://whfsjr35whjtrmmqqeqfxscfq564htdm427mjekic63737xscuayvkad.onion,active,2026-01-09,403 Forbidden
play,http://x6zdxw6vt3gtpv35yqloydttvfvwyrju3opkmp4xejmlfxto7ahgnpyd.onion,active,2026-01-09,403 Forbidden
punisher,http://jh3zjsqgqk5woyuls7dxgdtorcycjx3i3sgdqpwdbiizunb5vbmppiid.onion/,active,2026-01-09,Punisher - Victim Support
pyrx,http://pyrx.cc,active,2026-01-09,嘉茗轩旗下平远信息网
qilin,http://djixgstarlzvmqsqcewlsfxlqzwd3i2eqs24mccfrfvrhqihjmssahqd.onion,active,2026-01-09,Login
qilin,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion,active,2026-01-09,Qilin blog
qilin,http://kg2pf5nokg5xg2ahzbhzf5kucr5bc4y4ojordiebakopioqkk4vgz6ad.onion/,active,2026-01-09,
qilin,http://nj5lfmji6svckid5tzwd7rc3jg3gnzaoswsmqtea7n3lm2qy5yndlyad.onion,active,2026-01-09,Login
qilin,http://o37ozxfklmenvcmbck6hnbdb2bozaarpiqoefff7rsn7n62oz3en72id.onion,active,2026-01-09,Login
qilin,http://pandora42btuwlldza4uthk4bssbtsv47y4t5at5mo4ke3h4nqveobyd.onion/,active,2026-01-09,Pandora
quicklock,http://dmkhn64rhzqtys7rns6zhtfgqyfbenrvwyaqi7lkvxhlj5yxbh2l54yd.onion,active,2026-01-09,404 - Page Not Found
radar,http://radar.ltd,active,2026-01-09,Radar | AI-Powered Private Market Intelligence
ragnarlocker,http://ragnarmj3hlykxstyanwtgf33eyacccleg45ctygkuw7dkgysict6xyd.onion/,active,2026-01-09,This site has been seized
ragnarlocker,http://rgleaktxuey67yrgspmhvtnrqtgogur35lwdrup4d3igtbm3pupc4lyd.onion/,active,2026-01-09,This site has been seized
ralord,http://ralord3htj7v2dkavss2hjzviviwgsf4anfdnihn5qcjl6eb5if3cuqd.onion/,active,2026-01-09,New upgrade for Brand
ralord,http://ralordt7gywtkkkkq2suldao6mpibsb7cpjvdfezpzwgltyj2laiuuid.onion/,active,2026-01-09,New upgrade for Brand
ramp,http://ramp4u.io/,active,2026-01-09,Log in | RAMP
ramp,http://rampjcdlqvgkoz5oywutpo6ggl7g6tvddysustfl6qzhr5osr24xxqqd.onion,active,2026-01-09,Log in | RAMP
ransomed,https://ransomed.vc/,active,2026-01-09,
ransomedvc2,https://ransomed.biz/,active,2026-01-09,
ransomedvc2,https://ransomed.vc/,active,2026-01-09,
ransomexx,http://jbdg4buq6jd7ed3rd6cynqtq5abttuekjnxqrqyvk4xam5i7ld33jvqd.onion/,active,2026-01-09,
